,Category,Message
3343,ham,go walmart stay
4594,ham,ok wun b angry msg u aft come home tonight
347,ham,dis yijue jus saw ur mail case huiming havent sent u num dis num
2557,ham,fuck babe happened come never came back
1731,ham,project w frens lor
2142,ham,alright took morphine back yo
2082,ham,aight wat happening side
5122,ham,enufcredeit tocall shall ileave uni get bus yor house
4433,ham,dont think need yellow card uk travel ask someone gone lt gt bucks
819,ham,responding
4350,ham,bot notes oredi cos juz rem got
4390,ham,k ready lt gt
4405,ham,sorry call later lt gt mins
852,ham,real baby want bring inner tigress
1308,spam,get lions england tone reply lionm mono lionp poly go www ringtones co uk original n best tones gbp network operator rates apply
5252,ham,studies alone without anyones help cant need study
254,ham,ups days also shipping company takes wks way usps takes week gets lag may bribe nipost get stuff
5140,ham,yeah imagine would really gentle unlike docs treat patients like turkeys
43,ham,seeing
5126,ham,wonderful okors great month cherish guys wish well day mojibiola
980,ham,another month need chocolate weed alcohol
4549,ham,hope good week checking
1789,ham,arun u transfr amt
2475,ham,princess like make love lt gt times per night hope thats problem
3798,ham,first time history need comfort luxury sold price india onion rs lt gt petrol rs lt gt beer rs lt gt shesil lt gt
1805,ham,bus leaves lt gt
4740,ham,pizza u want
1859,ham,sir waiting call
929,ham,oh come ah
9,spam,mobile months u r entitled update latest colour mobiles camera free call mobile update co free
489,ham,depends quality want type sent boye faded glory want ralphs maybe
2317,ham,cause old live high
278,ham,awesome see bit
2612,spam,knock knock txt whose enter r weekly draw gift voucher store yr choice cs www tkls com age stoptxtstop week
3125,ham,uncles atlanta wish guys great semester
722,ham,fine anytime best
2648,ham,taxt massage tie pos argh ok lool
2451,ham,k give back thanks
1724,ham,hi jon pete ive bin spain recently hav sum dinero left bill said u ur rents mayb interested hav pes around tb james
3709,spam,free top ringtone sub weekly ringtone get st week free send subpoly per week stop sms
2822,ham,oh god taken teeth paining
453,ham,k k detail want transfer acc enough
344,ham,interested like
2769,ham,way ur home
1584,ham,cool let know kicks around lt gt day
2240,ham,every day use sleep lt gt
5526,spam,private account statement shows un redeemed points call identifier code expires
1072,spam,urgent trying contact u todays draw shows prize guaranteed call land line claim c valid hrs
988,ham,geeee miss already know think fuck wait till next year together loving kiss
1854,ham,made payments dont much sorry would want fedex way
82,ham,ok way home hi hi
1954,ham,eat shit wait ur monkey face bitch u asshole
629,spam,new textbuddy chat horny guys ur area p free receive search postcode gaytextbuddy com txt one name
804,spam,guaranteed award even cashto claim ur award call free stop getstop php rg jx
2954,spam,urgent mobile awarded bonus caller prize final attempt contact u call
4304,ham,yup free
5008,ham,oh k come tomorrow
1935,ham,hope great day
925,ham,actually deleted old website blogging magicalsongs blogspot com
3043,ham,slaaaaave must summon time wish come anymore
2071,spam,sexy singles waiting text age followed gender wither f e g f gay men text age followed g e g g
2044,spam,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update stoptxt
1012,ham,got home babe still awake
3095,ham,emigrated something ok maybe bit hopeful
4084,ham,good afternoon love good see words ym get tm smart move slave smiles drink coffee await
91,ham,sorry pain ok meet another night spent late afternoon casualty means done stuff moro includes time sheets sorry
5072,ham,different styles
4619,ham,nvm going wear sport shoes anyway going late leh
3441,ham,time thinkin goin
2966,ham,yet ya sapna aunty manege day hogidhe chinnu full weak swalpa black agidhane
4814,ham,call lt gt min thats ok
4095,ham,miss
2861,ham,want kiss feel next
2967,ham,good baby
4443,ham,dear denying words please
1924,ham,hello going village pub either come accordingly ok
4218,ham,office around pm going hospital
2868,ham,mum sent many many messages since got want know actually getting enjoy rest day
4838,ham,photoshop makes computer shut
230,ham,dear good morning
3563,ham,still chance search hard get let try
4997,ham,happy new year hope good semester
1957,ham,k k cant come search job
5408,ham,pub
2526,ham,say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls
847,ham,stomach thru much trauma swear eat better lose weight
3138,ham,right think
499,ham,kate jackson rec center ish right
2991,ham,love decision feeling could decide love life would much simpler less magical
4159,ham,certainly puts things perspective something like happens
844,spam,urgent call landline complimentary ibiza holiday cash await collection sae cs po box sk wp ppm
5018,spam,dear xxxxxxx u invited xchat final attempt contact u txt chat p msgrcvdhg suite lands row w j hl ldn yrs
3330,ham,sac score big hundred set batsman
2309,spam,moby pub quiz win high street prize u know new duchess cornwall txt first name unsub stop sp arrow
596,ham,great
3879,ham,need person give na
2463,ham,rose needs water season needs change poet needs imagination phone needs ur sms need ur lovely frndship forever
5109,ham,oh got many responsibilities
2031,ham,ugh u apologize admit u wrong ask take u back
4795,ham,sorry uncle keep touch
656,ham,tell drug dealer getting impatient
314,ham,hi way u day normal way real ur unique hope know u rest mylife hope u find wot lost
4512,ham,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss
112,ham,going dinner msg
2208,ham,usually body takes care buy making sure doesnt progress pls continue talk saturday
360,ham,hello got st andrews boy long way cold keep posted
3521,ham,reach telling dont know
437,ham,ask g iouri told story like ten times already
4125,ham,hey sexy buns told adore loverboy hope remember thank sister law meatballs grins love babe
4366,ham,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop
2430,spam,guess first time created web page www asjesus com read wrote waiting opinions want friend
4498,ham,ok
5036,ham,many times told stage use laugh listen aha
786,ham,supposed make still town though
4136,ham,need say anything know outsider
4545,ham,derek done class
269,ham,evo download flash jealous
3253,ham,come medical college pm forward da
5009,ham,go fool dont cheat others ok
5551,ham,wen get spiritual deep great
1610,ham,ready big day tomorrow
939,spam,urgent call landline complimentary tenerife holiday cash await collection sae cs box hp yf ppm
1298,ham,k much th fifty
2521,ham,misplaced number sending texts old number wondering heard year best mcat got number atlanta friends
1881,ham,seeing missed call dear brother gr day
4081,ham,sir good morning hope good weekend called let know able raise lt gt dad however said would make rest available mid feb amount still quite short hoping would help good day abiola
1550,ham,dude sux snake got old raiden got buff
1365,ham,hey really pretty late want go lesson first join reaching tp mrt
1264,ham,ok wahala remember friend need
5310,ham,yeah thinking
678,ham,piggy r u awake bet u still sleeping going lunch
3066,ham,sounds good keep posted
1229,spam,free entry weekly comp send word enter c www textcomp com cust care
1856,ham,k girl waiting reception ah
805,ham,k
4064,ham,ages abj
1138,ham,lol busy
4558,ham,hospital da return home evening
2800,ham,told returned order
4212,ham,oi gonna ring
434,ham,booked ticket pongal
2872,ham,actually first time went bed long spoke woke night
878,spam,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr sp tyrone
4877,spam,lyricalladie f inviting friend reply yes see www sms ac u hmmross stop send stop frnd
2020,ham,tomorrow onwards eve work
3245,ham,squeeeeeze christmas hug u lik frndshp den hug back u get u r cute u r luvd u r lucky none people hate u
3706,ham,ok good making money
458,ham,hope result consistently intelligent kind start asking practicum links keep ears open best ttyl
685,ham,wanted ask wait finish lect cos lect finishes hour anyway
2074,spam,freemsg claim ur sms messages text ok use web mobile ur mates etc join txt com p wk c box la wu remove txtx stop
3776,ham,hi spoke maneesha v like know satisfied experience reply toll free yes
177,ham,u still going mall
5567,spam,nd time tried contact u u pound prize claim easy call p per minute bt national rate
4313,ham,keep ten rs shelf buy two egg
1093,ham,r meeting
404,ham,none happening til get though
1547,ham,shant disturb u anymore jia
4342,ham,write wat
1435,ham,asked sen come chennai search job
5529,ham,one
3729,ham,search happiness main sources unhappiness accept life way comes u find happiness every moment u live
3991,spam,bank granite issues strong buy explosive pick members nasdaq symbol cdgt per
4431,ham,yar lor u noe u used dat route
3865,ham,pure hearted person wonderful smile makes even enemies feel guilty enemy catch world smile goodmorning amp smiley sunday
1840,ham,norm tomorrow finish cos st tests need sort library stuff point tomo got letter today access til end march better get move
3841,ham,hey mate hows u honey u ave good holiday gimmi de goss x
4668,ham,send print outs da
2211,ham,wanted say holy shit guys kidding bud
2170,spam,shop till u drop either k k cash travel voucher call ntt po box cr bt fixedline cost ppm mobile vary
3365,ham,yo trip got postponed still stocked
4984,ham,networking job
2399,ham,yo yo yo byatch whassup
2025,ham,u lunch alone bored
703,ham,important prevent dehydration giving enough fluids
4964,ham,want see pretty pussy
4296,spam,hmv bonus special pounds genuine hmv vouchers answer easy questions play send hmv info www percent real com
4253,ham,send ur birthdate month year tel u ur life partner name method calculation reply must
2033,ham,yes small kid boost secret energy
4535,ham,money steve mate
784,spam,important customer service announcement premier call freephone
